Year,Month,Category,Sub-Category,Region,Sales
2015,2,Technology,Accessories,East,115.36
2015,2,Technology,Accessories,South,234.45
2015,2,Technology,Accessories,West,239.97
2015,2,Technology,Phones,South,487.52
2015,3,Furniture,Bookcases,East,302.45
2015,3,Furniture,Bookcases,West,1403.9959999999999
2015,3,Furniture,Chairs,Central,1123.6680000000001
2015,3,Furniture,Chairs,East,366.786
2015,3,Furniture,Chairs,South,2483.784
2015,3,Furniture,Chairs,West,1738.904
2015,3,Furniture,Furnishings,Central,63.552
2015,3,Furniture,Furnishings,East,8.32
2015,3,Furniture,Furnishings,South,256.776
2015,3,Furniture,Furnishings,West,151.48
2015,3,Furniture,Tables,Central,2452.0699999999997
2015,3,Furniture,Tables,East,3265.23
2015,3,Furniture,Tables,West,626.352
2015,3,Office Supplies,Appliances,Central,270.552
2015,3,Office Supplies,Appliances,South,179.43
2015,3,Office Supplies,Appliances,West,52.98
2015,3,Office Supplies,Art,Central,40.408
2015,3,Office Supplies,Art,East,133.126
2015,3,Office Supplies,Art,South,56.376
2015,3,Office Supplies,Art,West,183.358
2015,3,Office Supplies,Binders,Central,97.414
2015,3,Office Supplies,Binders,East,201.564
2015,3,Office Supplies,Binders,South,322.409
2015,3,Office Supplies,Binders,West,904.288
2015,3,Office Supplies,Envelopes,Central,341.84000000000003
2015,3,Office Supplies,Envelopes,East,11.36
2015,3,Office Supplies,Fasteners,Central,18.84
2015,3,Office Supplies,Fasteners,East,10.464
2015,3,Office Supplies,Fasteners,South,18.936
2015,3,Office Supplies,Labels,East,15.12
2015,3,Office Supplies,Labels,South,95.32000000000001
2015,3,Office Supplies,Labels,West,63.15
2015,3,Office Supplies,Paper,Central,116.216
2015,3,Office Supplies,Paper,East,584.564
2015,3,Office Supplies,Paper,South,411.206
2015,3,Office Supplies,Paper,West,84.912
2015,3,Office Supplies,Storage,Central,396.204
2015,3,Office Supplies,Storage,East,44.672
2015,3,Office Supplies,Storage,South,540.108
2015,3,Office Supplies,Storage,West,3389.018
2015,3,Office Supplies,Supplies,East,18.62
2015,3,Technology,Accessories,Central,79.984
2015,3,Technology,Accessories,East,479.97
2015,3,Technology,Accessories,South,203.20000000000002
2015,3,Technology,Accessories,West,194.57999999999998
2015,3,Technology,Machines,Central,574.91
2015,3,Technology,Machines,South,23459.78
2015,3,Technology,Machines,West,1279.968
2015,3,Technology,Phones,Central,251.944
2015,3,Technology,Phones,East,15.93
2015,3,Technology,Phones,South,4883.796
2015,3,Technology,Phones,West,935.9119999999999
2015,4,Furniture,Bookcases,West,308.499
2015,4,Furniture,Chairs,Central,317.058
2015,4,Furniture,Chairs,East,562.744
2015,4,Furniture,Chairs,South,613.544
2015,4,Furniture,Chairs,West,1717.32
2015,4,Furniture,Furnishings,Central,5.47
2015,4,Furniture,Furnishings,East,39.796
2015,4,Furniture,Furnishings,South,186.64000000000001
2015,4,Furniture,Furnishings,West,752.14
2015,4,Furniture,Tables,Central,1145.69
2015,4,Furniture,Tables,East,326.874
2015,4,Furniture,Tables,South,1215.92
2015,4,Furniture,Tables,West,753.1419999999999
2015,4,Office Supplies,Appliances,South,154.9
2015,4,Office Supplies,Appliances,West,377.68
2015,4,Office Supplies,Art,Central,128.878
2015,4,Office Supplies,Art,East,23.196
2015,4,Office Supplies,Art,South,259.942
2015,4,Office Supplies,Art,West,116.22
2015,4,Office Supplies,Binders,Central,40.2
2015,4,Office Supplies,Binders,East,601.8820000000001
2015,4,Office Supplies,Binders,South,75.99
2015,4,Office Supplies,Binders,West,152.32
2015,4,Office Supplies,Envelopes,Central,149.352
2015,4,Office Supplies,Envelopes,East,247.84
2015,4,Office Supplies,Fasteners,East,30.992
2015,4,Office Supplies,Fasteners,South,6.912
2015,4,Office Supplies,Fasteners,West,63.78
2015,4,Office Supplies,Labels,East,17.892
2015,4,Office Supplies,Labels,West,61.1
2015,4,Office Supplies,Paper,Central,102.976
2015,4,Office Supplies,Paper,East,55.48
2015,4,Office Supplies,Paper,South,324.13800000000003
2015,4,Office Supplies,Paper,West,142.838
2015,4,Office Supplies,Storage,Central,836.388
2015,4,Office Supplies,Storage,East,769.234
2015,4,Office Supplies,Storage,South,1987.31
2015,4,Office Supplies,Storage,West,87.08
2015,4,Office Supplies,Supplies,East,10.304
2015,4,Office Supplies,Supplies,South,4164.05
2015,4,Technology,Accessories,Central,227.976
2015,4,Technology,Accessories,East,276.764
2015,4,Technology,Accessories,South,867.69
2015,4,Technology,Accessories,West,951.27
2015,4,Technology,Machines,West,287.968
2015,4,Technology,Phones,Central,758.352
2015,4,Technology,Phones,East,91.908
2015,4,Technology,Phones,South,2212.216
2015,4,Technology,Phones,West,3299.0
2015,5,Furniture,Bookcases,East,349.965
2015,5,Furniture,Bookcases,West,290.666
2015,5,Furniture,Chairs,Central,1808.373
2015,5,Furniture,Chairs,East,872.32
2015,5,Furniture,Chairs,West,994.4159999999999
2015,5,Furniture,Furnishings,Central,140.554
2015,5,Furniture,Furnishings,East,316.552
2015,5,Furniture,Furnishings,South,310.88
2015,5,Furniture,Furnishings,West,12.18
2015,5,Furniture,Tables,Central,355.455
2015,5,Furniture,Tables,East,894.306
2015,5,Furniture,Tables,West,567.12
2015,5,Office Supplies,Appliances,Central,75.6
2015,5,Office Supplies,Appliances,East,785.316
2015,5,Office Supplies,Appliances,West,57.68
2015,5,Office Supplies,Art,Central,51.232
2015,5,Office Supplies,Art,East,90.648
2015,5,Office Supplies,Art,South,6.56
2015,5,Office Supplies,Art,West,139.78
2015,5,Office Supplies,Binders,Central,336.18
2015,5,Office Supplies,Binders,East,632.266
2015,5,Office Supplies,Binders,South,3126.162
2015,5,Office Supplies,Binders,West,277.696
2015,5,Office Supplies,Envelopes,Central,56.064
2015,5,Office Supplies,Envelopes,West,158.13
2015,5,Office Supplies,Fasteners,Central,5.472
2015,5,Office Supplies,Fasteners,South,7.104
2015,5,Office Supplies,Labels,Central,21.56
2015,5,Office Supplies,Labels,South,30.099999999999998
2015,5,Office Supplies,Labels,West,5.78
2015,5,Office Supplies,Paper,Central,32.672000000000004
2015,5,Office Supplies,Paper,East,204.736
2015,5,Office Supplies,Paper,South,128.39999999999998
2015,5,Office Supplies,Paper,West,109.32
2015,5,Office Supplies,Storage,Central,214.832
2015,5,Office Supplies,Storage,South,83.25
2015,5,Office Supplies,Storage,West,414.82
2015,5,Office Supplies,Supplies,East,5.04
2015,5,Office Supplies,Supplies,South,34.2
2015,5,Office Supplies,Supplies,West,41.04
2015,5,Technology,Accessories,Central,125.75999999999999
2015,5,Technology,Accessories,West,569.73
2015,5,Technology,Copiers,Central,719.976
2015,5,Technology,Copiers,East,1799.97
2015,5,Technology,Copiers,South,479.984
2015,5,Technology,Phones,Central,100.792
2015,5,Technology,Phones,East,1298.984
2015,5,Technology,Phones,South,1572.6
2015,5,Technology,Phones,West,2932.08
2015,6,Furniture,Bookcases,Central,406.00559999999996
2015,6,Furniture,Bookcases,East,353.568
2015,6,Furniture,Chairs,Central,3447.644
2015,6,Furniture,Chairs,East,2252.453
2015,6,Furniture,Chairs,South,170.352
2015,6,Furniture,Chairs,West,585.552
2015,6,Furniture,Furnishings,East,74.904
2015,6,Furniture,Furnishings,South,126.21000000000001
2015,6,Furniture,Furnishings,West,170.09199999999998
2015,6,Furniture,Tables,Central,368.853
2015,6,Furniture,Tables,East,991.764
2015,6,Furniture,Tables,South,1527.28
2015,6,Furniture,Tables,West,2669.904
2015,6,Office Supplies,Appliances,Central,2040.67
2015,6,Office Supplies,Appliances,East,119.676
2015,6,Office Supplies,Appliances,West,114.9
2015,6,Office Supplies,Art,Central,79.136
2015,6,Office Supplies,Art,East,402.08
2015,6,Office Supplies,Art,South,28.576
2015,6,Office Supplies,Art,West,176.32
2015,6,Office Supplies,Binders,Central,187.57
2015,6,Office Supplies,Binders,East,697.692
2015,6,Office Supplies,Binders,South,1.365
2015,6,Office Supplies,Binders,West,3389.166
2015,6,Office Supplies,Envelopes,Central,29.264
2015,6,Office Supplies,Envelopes,East,66.29599999999999
2015,6,Office Supplies,Fasteners,Central,27.392000000000003
2015,6,Office Supplies,Fasteners,West,17.9
2015,6,Office Supplies,Labels,Central,591.79
2015,6,Office Supplies,Paper,Central,163.464
2015,6,Office Supplies,Paper,East,412.866
2015,6,Office Supplies,Paper,South,372.704
2015,6,Office Supplies,Paper,West,79.14
2015,6,Office Supplies,Storage,Central,1339.958
2015,6,Office Supplies,Storage,East,1676.88
2015,6,Office Supplies,Storage,South,699.98
2015,6,Office Supplies,Supplies,East,17.14
2015,6,Office Supplies,Supplies,South,3.104
2015,6,Office Supplies,Supplies,West,7.36
2015,6,Technology,Accessories,Central,63.984
2015,6,Technology,Accessories,East,182.344
2015,6,Technology,Accessories,South,223.96
2015,6,Technology,Accessories,West,196.752
2015,6,Technology,Machines,Central,418.8
2015,6,Technology,Machines,East,272.961
2015,6,Technology,Phones,Central,209.576
2015,6,Technology,Phones,East,3238.532
2015,6,Technology,Phones,South,1406.7199999999998
2015,6,Technology,Phones,West,2222.3360000000002
2015,7,Furniture,Bookcases,West,1487.673
2015,7,Furniture,Chairs,Central,2151.66
2015,7,Furniture,Chairs,East,1091.008
2015,7,Furniture,Chairs,South,67.88
2015,7,Furniture,Chairs,West,3054.392
2015,7,Furniture,Furnishings,Central,34.236
2015,7,Furniture,Furnishings,East,225.102
2015,7,Furniture,Furnishings,South,388.334
2015,7,Furniture,Furnishings,West,254.95000000000002
2015,7,Furniture,Tables,East,70.56
2015,7,Furniture,Tables,West,1995.256
2015,7,Office Supplies,Appliances,Central,9.828
2015,7,Office Supplies,Appliances,East,39.48
2015,7,Office Supplies,Appliances,West,32.432
2015,7,Office Supplies,Art,Central,22.288
2015,7,Office Supplies,Art,East,71.06400000000001
2015,7,Office Supplies,Art,South,4.368
2015,7,Office Supplies,Art,West,158.32
2015,7,Office Supplies,Binders,Central,2234.224
2015,7,Office Supplies,Binders,East,84.234
2015,7,Office Supplies,Binders,South,30.594
2015,7,Office Supplies,Binders,West,585.44
2015,7,Office Supplies,Envelopes,Central,87.92
2015,7,Office Supplies,Envelopes,South,48.944
2015,7,Office Supplies,Fasteners,Central,10.028
2015,7,Office Supplies,Fasteners,South,14.32
2015,7,Office Supplies,Labels,East,14.4
2015,7,Office Supplies,Labels,South,177.51
2015,7,Office Supplies,Labels,West,2.88
2015,7,Office Supplies,Paper,Central,86.976
2015,7,Office Supplies,Paper,East,292.09999999999997
2015,7,Office Supplies,Paper,South,41.28
2015,7,Office Supplies,Paper,West,375.976
2015,7,Office Supplies,Storage,Central,995.2479999999999
2015,7,Office Supplies,Storage,East,25.984
2015,7,Office Supplies,Storage,West,1431.5
2015,7,Office Supplies,Supplies,West,8243.869999999999
2015,7,Technology,Accessories,Central,457.946
2015,7,Technology,Accessories,East,259.96
2015,7,Technology,Accessories,South,479.97
2015,7,Technology,Accessories,West,2110.8160000000003
2015,7,Technology,Copiers,East,559.992
2015,7,Technology,Phones,Central,650.22
2015,7,Technology,Phones,East,669.412
2015,7,Technology,Phones,South,575.92
2015,7,Technology,Phones,West,2075.048
2015,8,Furniture,Bookcases,South,794.2760000000001
2015,8,Furniture,Chairs,Central,421.372
2015,8,Furniture,Chairs,East,1133.35
2015,8,Furniture,Chairs,South,500.24
2015,8,Furniture,Chairs,West,340.144
2015,8,Furniture,Furnishings,Central,53.88
2015,8,Furniture,Furnishings,East,23.96
2015,8,Furniture,Furnishings,South,73.248
2015,8,Furniture,Furnishings,West,846.67
2015,8,Furniture,Tables,Central,489.23
2015,8,Furniture,Tables,East,853.092
2015,8,Furniture,Tables,South,1376.9985000000001
2015,8,Furniture,Tables,West,218.75
2015,8,Office Supplies,Appliances,Central,167.535
2015,8,Office Supplies,Appliances,East,181.43
2015,8,Office Supplies,Appliances,South,426.408
2015,8,Office Supplies,Appliances,West,1168.47
2015,8,Office Supplies,Art,East,43.792
2015,8,Office Supplies,Art,South,47.96
2015,8,Office Supplies,Art,West,111.91
2015,8,Office Supplies,Binders,Central,95.724
2015,8,Office Supplies,Binders,East,404.144
2015,8,Office Supplies,Binders,South,1420.126
2015,8,Office Supplies,Binders,West,2253.0570000000002
2015,8,Office Supplies,Envelopes,Central,38.34
2015,8,Office Supplies,Envelopes,East,135.184
2015,8,Office Supplies,Envelopes,South,29.808
2015,8,Office Supplies,Fasteners,East,45.775999999999996
2015,8,Office Supplies,Fasteners,South,12.67
2015,8,Office Supplies,Fasteners,West,27.424
2015,8,Office Supplies,Labels,South,20.496000000000002
2015,8,Office Supplies,Labels,West,20.88
2015,8,Office Supplies,Paper,Central,46.552
2015,8,Office Supplies,Paper,East,416.236
2015,8,Office Supplies,Paper,South,364.0
2015,8,Office Supplies,Paper,West,1097.656
2015,8,Office Supplies,Storage,Central,838.38
2015,8,Office Supplies,Storage,East,492.64
2015,8,Office Supplies,Storage,South,344.91
2015,8,Office Supplies,Storage,West,646.8
2015,8,Office Supplies,Supplies,East,111.484
2015,8,Office Supplies,Supplies,South,38.684
2015,8,Office Supplies,Supplies,West,6.8
2015,8,Technology,Accessories,Central,21.2
2015,8,Technology,Accessories,East,605.37
2015,8,Technology,Accessories,South,561.798
2015,8,Technology,Accessories,West,476.756
2015,8,Technology,Copiers,Central,549.99
2015,8,Technology,Copiers,West,1199.976
2015,8,Technology,Phones,Central,299.98
2015,8,Technology,Phones,East,135.99
2015,8,Technology,Phones,South,758.3340000000001
2015,8,Technology,Phones,West,4327.656
2015,9,Furniture,Bookcases,Central,793.9628
2015,9,Furniture,Bookcases,East,1164.508
2015,9,Furniture,Bookcases,West,435.999
2015,9,Furniture,Chairs,Central,3208.836
2015,9,Furniture,Chairs,East,6842.349
2015,9,Furniture,Chairs,West,3798.0
2015,9,Furniture,Furnishings,Central,938.634
2015,9,Furniture,Furnishings,East,1067.602
2015,9,Furniture,Furnishings,South,524.6
2015,9,Furniture,Furnishings,West,430.12
2015,9,Furniture,Tables,Central,1248.395
2015,9,Furniture,Tables,East,940.74
2015,9,Furniture,Tables,West,2422.735
2015,9,Office Supplies,Appliances,Central,292.658
2015,9,Office Supplies,Appliances,East,1748.32
2015,9,Office Supplies,Appliances,South,249.05599999999998
2015,9,Office Supplies,Appliances,West,123.23
2015,9,Office Supplies,Art,Central,63.864000000000004
2015,9,Office Supplies,Art,East,211.92000000000002
2015,9,Office Supplies,Art,South,2.816
2015,9,Office Supplies,Art,West,481.26
2015,9,Office Supplies,Binders,Central,10261.302000000001
2015,9,Office Supplies,Binders,East,349.662
2015,9,Office Supplies,Binders,South,1829.428
2015,9,Office Supplies,Binders,West,303.224
2015,9,Office Supplies,Envelopes,Central,3.264
2015,9,Office Supplies,Envelopes,East,79.53
2015,9,Office Supplies,Envelopes,West,298.578
2015,9,Office Supplies,Fasteners,Central,19.208
2015,9,Office Supplies,Fasteners,South,45.0
2015,9,Office Supplies,Fasteners,West,31.27
2015,9,Office Supplies,Labels,Central,123.75999999999999
2015,9,Office Supplies,Labels,East,184.728
2015,9,Office Supplies,Labels,South,4.608
2015,9,Office Supplies,Labels,West,68.44
2015,9,Office Supplies,Paper,Central,334.496
2015,9,Office Supplies,Paper,East,518.88
2015,9,Office Supplies,Paper,South,137.488
2015,9,Office Supplies,Paper,West,454.494
2015,9,Office Supplies,Storage,Central,1032.224
2015,9,Office Supplies,Storage,East,5347.536
2015,9,Office Supplies,Storage,South,67.344
2015,9,Office Supplies,Storage,West,2363.12
2015,9,Office Supplies,Supplies,Central,357.93
2015,9,Office Supplies,Supplies,West,34.66
2015,9,Technology,Accessories,Central,820.008
2015,9,Technology,Accessories,East,736.836
2015,9,Technology,Accessories,South,180.05
2015,9,Technology,Accessories,West,568.84
2015,9,Technology,Copiers,West,1799.97
2015,9,Technology,Machines,Central,14299.602
2015,9,Technology,Machines,East,3269.4900000000002
2015,9,Technology,Machines,South,4134.945
2015,9,Technology,Machines,West,716.245
2015,9,Technology,Phones,Central,456.722
2015,9,Technology,Phones,East,2830.688
2015,9,Technology,Phones,West,570.352
2015,10,Furniture,Bookcases,West,616.998
2015,10,Furniture,Chairs,Central,258.279
2015,10,Furniture,Chairs,East,4252.482
2015,10,Furniture,Chairs,South,1151.22
2015,10,Furniture,Chairs,West,824.624
2015,10,Furniture,Furnishings,Central,37.088
2015,10,Furniture,Furnishings,East,256.238
2015,10,Furniture,Furnishings,South,154.224
2015,10,Furniture,Furnishings,West,174.262
2015,10,Furniture,Tables,East,2216.94
2015,10,Furniture,Tables,South,919.9100000000001
2015,10,Furniture,Tables,West,1441.982
2015,10,Office Supplies,Appliances,Central,3.16
2015,10,Office Supplies,Appliances,East,213.712
2015,10,Office Supplies,Appliances,West,213.92
2015,10,Office Supplies,Art,East,105.23400000000001
2015,10,Office Supplies,Art,South,9.032
2015,10,Office Supplies,Art,West,439.26
2015,10,Office Supplies,Binders,Central,52.434
2015,10,Office Supplies,Binders,East,115.654
2015,10,Office Supplies,Binders,South,15.18
2015,10,Office Supplies,Binders,West,296.888
2015,10,Office Supplies,Envelopes,East,268.424
2015,10,Office Supplies,Envelopes,South,36.4
2015,10,Office Supplies,Envelopes,West,35.688
2015,10,Office Supplies,Fasteners,Central,19.416
2015,10,Office Supplies,Fasteners,South,11.85
2015,10,Office Supplies,Fasteners,West,20.722
2015,10,Office Supplies,Labels,Central,29.352
2015,10,Office Supplies,Labels,South,7.31
2015,10,Office Supplies,Labels,West,62.44
2015,10,Office Supplies,Paper,Central,421.01599999999996
2015,10,Office Supplies,Paper,East,152.096
2015,10,Office Supplies,Paper,South,121.45599999999999
2015,10,Office Supplies,Paper,West,296.278
2015,10,Office Supplies,Storage,Central,1211.06
2015,10,Office Supplies,Storage,East,902.086
2015,10,Office Supplies,Storage,South,945.79
2015,10,Office Supplies,Storage,West,680.65
2015,10,Office Supplies,Supplies,Central,22.24
2015,10,Office Supplies,Supplies,West,502.38
2015,10,Technology,Accessories,Central,441.92400000000004
2015,10,Technology,Accessories,East,360.264
2015,10,Technology,Accessories,South,46.432
2015,10,Technology,Accessories,West,918.89
2015,10,Technology,Copiers,Central,1999.96
2015,10,Technology,Machines,East,101.994
2015,10,Technology,Phones,Central,4469.828
2015,10,Technology,Phones,South,1394.95
2015,10,Technology,Phones,West,2203.776
2015,11,Furniture,Bookcases,Central,492.1092
2015,11,Furniture,Bookcases,East,5831.6320000000005
2015,11,Furniture,Bookcases,West,939.9725
2015,11,Furniture,Chairs,Central,3110.536
2015,11,Furniture,Chairs,East,1474.134
2015,11,Furniture,Chairs,South,149.9
2015,11,Furniture,Chairs,West,2547.984
2015,11,Furniture,Furnishings,Central,51.292
2015,11,Furniture,Furnishings,East,947.826
2015,11,Furniture,Furnishings,South,919.102
2015,11,Furniture,Furnishings,West,471.71
2015,11,Furniture,Tables,Central,1510.835
2015,11,Furniture,Tables,South,945.036
2015,11,Furniture,Tables,West,2078.9719999999998
2015,11,Office Supplies,Appliances,Central,280.056
2015,11,Office Supplies,Appliances,East,610.0600000000001
2015,11,Office Supplies,Appliances,South,1066.416
2015,11,Office Supplies,Appliances,West,677.3
2015,11,Office Supplies,Art,Central,226.052
2015,11,Office Supplies,Art,East,60.374
2015,11,Office Supplies,Art,South,61.257999999999996
2015,11,Office Supplies,Art,West,145.16400000000002
2015,11,Office Supplies,Binders,Central,1040.4460000000001
2015,11,Office Supplies,Binders,East,2681.625
2015,11,Office Supplies,Binders,South,386.503
2015,11,Office Supplies,Binders,West,2202.392
2015,11,Office Supplies,Envelopes,Central,830.0899999999999
2015,11,Office Supplies,Envelopes,East,159.828
2015,11,Office Supplies,Envelopes,South,27.59
2015,11,Office Supplies,Envelopes,West,45.312
2015,11,Office Supplies,Fasteners,Central,12.624
2015,11,Office Supplies,Fasteners,East,9.68
2015,11,Office Supplies,Fasteners,South,15.895999999999999
2015,11,Office Supplies,Fasteners,West,30.4
2015,11,Office Supplies,Labels,Central,228.724
2015,11,Office Supplies,Labels,East,202.09
2015,11,Office Supplies,Labels,South,47.808
2015,11,Office Supplies,Labels,West,130.86
2015,11,Office Supplies,Paper,Central,592.912
2015,11,Office Supplies,Paper,East,288.168
2015,11,Office Supplies,Paper,South,929.66
2015,11,Office Supplies,Paper,West,1593.15
2015,11,Office Supplies,Storage,Central,2858.752
2015,11,Office Supplies,Storage,East,5252.7080000000005
2015,11,Office Supplies,Storage,South,289.454
2015,11,Office Supplies,Storage,West,2937.73
2015,11,Office Supplies,Supplies,Central,57.368
2015,11,Office Supplies,Supplies,East,297.984
2015,11,Office Supplies,Supplies,West,86.762
2015,11,Technology,Accessories,Central,311.488
2015,11,Technology,Accessories,East,517.472
2015,11,Technology,Accessories,South,876.7099999999999
2015,11,Technology,Accessories,West,1394.66
2015,11,Technology,Machines,Central,998.85
2015,11,Technology,Machines,East,3991.98
2015,11,Technology,Machines,West,447.968
2015,11,Technology,Phones,Central,1302.3220000000001
2015,11,Technology,Phones,East,11247.634
2015,11,Technology,Phones,South,1669.74
2015,11,Technology,Phones,West,7314.6
2015,12,Furniture,Bookcases,East,2799.368
2015,12,Furniture,Bookcases,West,254.9745
2015,12,Furniture,Chairs,Central,4845.736
2015,12,Furniture,Chairs,East,3160.642
2015,12,Furniture,Chairs,South,3747.66
2015,12,Furniture,Chairs,West,5480.936
2015,12,Furniture,Furnishings,Central,373.27599999999995
2015,12,Furniture,Furnishings,East,591.268
2015,12,Furniture,Furnishings,South,29.46
2015,12,Furniture,Furnishings,West,1074.856
2015,12,Furniture,Tables,Central,214.95
2015,12,Furniture,Tables,East,713.61
2015,12,Furniture,Tables,South,2699.58
2015,12,Furniture,Tables,West,4651.026
2015,12,Office Supplies,Appliances,Central,263.47
2015,12,Office Supplies,Appliances,East,2081.208
2015,12,Office Supplies,Appliances,South,43.512
2015,12,Office Supplies,Appliances,West,637.17
2015,12,Office Supplies,Art,Central,102.624
2015,12,Office Supplies,Art,East,109.776
2015,12,Office Supplies,Art,South,41.394
2015,12,Office Supplies,Art,West,1211.3139999999999
2015,12,Office Supplies,Binders,Central,1367.194
2015,12,Office Supplies,Binders,East,520.6479999999999
2015,12,Office Supplies,Binders,South,251.679
2015,12,Office Supplies,Binders,West,2283.531
2015,12,Office Supplies,Envelopes,Central,62.552
2015,12,Office Supplies,Envelopes,East,379.16
2015,12,Office Supplies,Envelopes,South,23.472
2015,12,Office Supplies,Fasteners,Central,2.896
2015,12,Office Supplies,Fasteners,South,1.984
2015,12,Office Supplies,Fasteners,West,72.962
2015,12,Office Supplies,Labels,Central,3.69
2015,12,Office Supplies,Labels,East,51.84
2015,12,Office Supplies,Labels,West,460.208
2015,12,Office Supplies,Paper,Central,340.312
2015,12,Office Supplies,Paper,East,680.92
2015,12,Office Supplies,Paper,South,267.904
2015,12,Office Supplies,Paper,West,776.576
2015,12,Office Supplies,Storage,Central,576.824
2015,12,Office Supplies,Storage,East,1630.562
2015,12,Office Supplies,Storage,South,694.36
2015,12,Office Supplies,Storage,West,1980.77
2015,12,Office Supplies,Supplies,Central,2.92
2015,12,Office Supplies,Supplies,South,7.27
2015,12,Office Supplies,Supplies,West,25.79
2015,12,Technology,Accessories,Central,724.514
2015,12,Technology,Accessories,East,2368.228
2015,12,Technology,Accessories,South,851.73
2015,12,Technology,Accessories,West,1081.69
2015,12,Technology,Copiers,East,1739.9640000000002
2015,12,Technology,Machines,East,6999.96
2015,12,Technology,Machines,West,767.952
2015,12,Technology,Phones,Central,1426.016
2015,12,Technology,Phones,East,870.5219999999999
2015,12,Technology,Phones,South,95.968
2015,12,Technology,Phones,West,3646.68
2016,1,Furniture,Bookcases,Central,1352.3976
2016,1,Furniture,Bookcases,East,452.45
2016,1,Furniture,Chairs,Central,199.304
2016,1,Furniture,Chairs,East,181.986
2016,1,Furniture,Chairs,West,2865.504
2016,1,Furniture,Furnishings,Central,308.084
2016,1,Furniture,Furnishings,South,192.22
2016,1,Furniture,Furnishings,West,769.8100000000001
2016,1,Furniture,Tables,Central,102.438
2016,1,Furniture,Tables,East,1018.104
2016,1,Furniture,Tables,South,4297.644
2016,1,Office Supplies,Appliances,South,163.44
2016,1,Office Supplies,Appliances,West,87.36
2016,1,Office Supplies,Art,Central,7.056
2016,1,Office Supplies,Art,East,86.408
2016,1,Office Supplies,Art,South,55.879999999999995
2016,1,Office Supplies,Binders,Central,65.30000000000001
2016,1,Office Supplies,Binders,East,13.168
2016,1,Office Supplies,Binders,West,128.106
2016,1,Office Supplies,Envelopes,East,17.48
2016,1,Office Supplies,Labels,East,23.68
2016,1,Office Supplies,Labels,South,9.82
2016,1,Office Supplies,Labels,West,14.62
2016,1,Office Supplies,Paper,Central,77.532
2016,1,Office Supplies,Paper,East,20.04
2016,1,Office Supplies,Paper,South,157.87
2016,1,Office Supplies,Paper,West,241.36
2016,1,Office Supplies,Storage,East,550.7
2016,1,Office Supplies,Supplies,South,88.96
2016,1,Technology,Accessories,Central,398.4
2016,1,Technology,Accessories,East,99.968
2016,1,Technology,Machines,East,1188.0
2016,1,Technology,Machines,West,1919.976
2016,1,Technology,Phones,East,911.8919999999999
2016,2,Furniture,Bookcases,East,283.92
2016,2,Furniture,Chairs,East,1359.702
2016,2,Furniture,Chairs,South,551.264
